-177.5,81.00662262
-172.5,92.12618074
-167.5,89.75834928
-162.5,7.760776705
-157.5,13.52979569
-152.5,10.63735968
-147.5,10.09179992
-142.5,12.16389127
-137.5,10.75787105
-132.5,11.28426624
-127.5,10.21486218
-122.5,11.55214273
-117.5,17.24445972
-112.5,16.01357119
-107.5,19.30623542
-102.5,21.86976844
-97.5,25.28357651
-92.5,27.94849068
-87.5,39.4266713
-82.5,39.77327881
-77.5,42.2828567
-72.5,41.11065799
-67.5,38.04844248
-62.5,41.22477597
-57.5,38.33547629
-52.5,28.60228495
-47.5,22.02080216
-42.5,21.26128911
-37.5,20.33129372
-32.5,17.12159255
-27.5,12.28091389
-22.5,11.76362263
-17.5,11.6816636
-12.5,13.72069714
-7.5,11.49257888
-2.5,9.692592479
2.5,8.984958763
7.5,9.014270845
12.5,7.559328918
17.5,11.33114929
22.5,9.693191342
27.5,10.10769258
32.5,10.22794766
37.5,14.25905293
42.5,9.833727005
47.5,15.71667807
52.5,10.43367681
57.5,11.22721928
62.5,13.59674858
67.5,16.22603097
72.5,17.80503982
77.5,18.67486696
82.5,27.10494663
87.5,29.44213476
92.5,41.22221768
97.5,38.00779221
102.5,38.05307038
107.5,39.77035395
112.5,36.38517092
117.5,39.81047616
122.5,38.21093719
127.5,25.42449561
132.5,22.86476562
137.5,25.14574132
142.5,23.68094841
147.5,25.58576521
152.5,28.83568177
157.5,31.31799448
162.5,35.26989143
167.5,40.88543774
172.5,47.99765257
177.5,60.14017457
